claim_amount,policy_age_days,claim_frequency_12m,days_since_inception,premium_paid,sum_assured,policyholder_age,num_policies,num_past_claims,claim_to_premium_ratio,is_high_risk_state,product_type,has_telematics,claim_filed_weekend,claim_filed_night,multiple_claims_same_period,address_change_before_claim,beneficiary_change_before_claim,late_premium_payments,claim_docs_submitted_count,kyc_verification_score,agent_fraud_history_score,is_fraud
78185.1,658,1,2265,19379.1,250262.56,51,3,1,4.0343,0,4,0,1,0,0,0,0,1,8,54.8,61.6,0
2003919.62,2063,0,474,85649.77,1560748.07,59,3,0,23.3964,1,4,1,0,0,0,0,0,0,6,90.0,77.8,0
1468082.53,768,0,3112,48700.11,689294.66,36,4,0,30.1447,0,1,0,0,1,0,0,0,2,2,89.5,71.0,0
420668.26,3038,0,1392,108660.53,10701.4,74,1,2,3.8714,0,0,0,0,0,0,0,0,1,8,65.4,62.5,0
27764.28,3049,2,1682,9013.4,1263092.11,54,7,0,3.08,0,3,0,1,1,0,0,0,3,5,52.2,98.2,0
59377.56,2393,1,950,28734.7,2251891.44,49,3,1,2.0663,0,6,0,0,0,0,0,0,0,5,60.4,89.4,0
1070371.44,272,1,2042,31124.01,580893.52,65,6,1,34.3894,0,5,0,0,0,0,0,0,1,5,85.4,93.9,0
69940.54,2124,2,2711,9739.3,3671782.9,22,1,1,7.1805,0,7,0,0,0,0,0,0,0,5,79.9,98.2,0
876079.92,14,1,3016,27413.66,6561140.38,51,2,2,31.9566,1,3,0,1,0,0,0,0,1,3,74.7,87.9,0
331673.35,3631,0,91,19607.66,12566768.88,63,1,0,16.9146,1,0,0,1,0,0,0,0,1,4,64.1,76.5,0
175883.45,1718,2,2640,10511.8,728329.48,71,5,0,16.7304,1,2,0,1,0,0,0,0,2,6,31.3,79.1,1
56712.55,58,1,2481,10688.31,258514.58,47,2,3,5.3055,0,2,0,0,1,0,0,0,2,7,78.0,95.7,0
141299.11,2765,2,2069,195661.94,195054.25,51,2,2,0.7222,1,2,0,0,0,0,0,0,2,9,49.8,94.2,0
216310.88,1022,2,1974,51649.69,1883229.83,23,6,2,4.188,0,3,0,0,1,0,0,0,1,1,87.0,89.6,0
765901.11,1255,0,1881,14830.79,520639.15,71,4,0,51.6392,1,2,0,0,0,0,0,0,3,9,53.9,95.4,0
43105.1,484,1,3521,5509.38,3371235.13,25,4,0,7.8225,0,5,1,0,0,0,0,0,2,7,97.3,94.2,0
109729.63,3374,0,2479,20595.48,1915434.32,62,6,0,5.3276,0,4,0,1,0,0,0,0,3,9,78.4,87.2,0
174073.81,3600,0,1629,7805.73,325077.13,21,1,0,22.2979,1,2,0,1,0,0,0,0,1,1,68.0,76.0,0
439774.57,3201,1,859,26981.89,87540.09,54,5,0,16.2983,0,2,0,0,0,0,0,0,1,3,59.1,91.5,0
41660.28,2729,1,93,7841.09,2445107.96,31,2,1,5.3124,0,0,0,0,0,1,0,0,3,3,59.8,76.7,0
22587.35,1757,2,3623,17618.63,681260.37,22,6,1,1.2819,0,6,0,1,0,0,0,0,0,1,75.4,82.8,0
447283.42,795,0,1628,19357.36,2189325.33,26,4,1,23.1054,1,7,1,0,0,0,1,0,0,9,10.5,85.1,1
16698.54,2253,1,2461,462711.01,252924.03,28,2,1,0.0361,0,2,0,0,0,0,0,0,2,9,81.1,61.8,0
1118467.02,2110,2,1250,29564.13,4519569.01,41,5,2,37.8306,0,2,0,0,0,0,0,0,3,6,79.7,69.3,0
128812.21,977,0,3057,17789.53,3228328.04,28,2,2,7.2405,1,1,0,0,0,0,0,0,0,6,90.8,76.9,0
15973.77,2972,1,1626,43931.22,114862.35,40,6,1,0.3636,0,3,0,1,0,0,0,0,0,8,82.4,65.8,0
79171.34,2452,3,3327,19476.8,6515818.56,49,6,1,4.0647,0,6,0,1,0,0,0,1,0,6,43.0,93.4,0
287415.86,55,3,749,69109.73,1167810.63,71,4,1,4.1588,0,7,0,0,0,0,0,0,1,8,41.4,82.6,0
73199.83,307,1,1530,11743.26,412251.45,30,3,1,6.2328,0,7,0,1,0,0,0,0,1,6,42.3,76.8,0
167718.9,629,2,461,7093.17,1223307.27,53,3,0,23.6418,0,0,0,0,0,0,0,0,0,5,64.4,77.7,0
493914.42,1093,1,3345,6812.38,679395.4,39,5,1,72.4918,1,4,0,1,0,0,1,0,0,1,38.4,94.1,1
120176.23,1880,0,1040,12328.66,1026525.05,45,2,0,9.7469,0,0,1,0,1,0,0,0,0,5,91.0,89.6,0
39911.25,201,3,2880,9164.75,125741.98,35,6,1,4.3544,0,7,0,0,1,0,0,0,0,3,81.5,90.5,0
103935.31,97,0,1403,120955.03,2875063.3,60,6,2,0.8593,0,2,0,0,0,0,0,0,4,4,30.1,80.2,0
1359000.7,2466,0,45,58348.79,3763834.9,27,7,4,23.2906,0,4,1,0,0,0,1,0,2,5,75.9,86.6,1
2038238.51,750,1,2092,8148.69,481513.41,61,4,2,250.1001,0,0,0,1,0,0,0,0,2,8,78.7,65.7,0
7864.47,411,2,206,62586.5,1365256.29,71,4,2,0.1257,0,4,0,0,0,0,0,0,2,5,71.5,93.9,0
836132.07,613,1,2269,72572.73,1882511.7,52,7,3,11.5211,0,6,0,0,0,0,0,0,0,1,70.3,74.6,0
236859.3,609,1,520,49374.52,478910.28,52,4,1,4.7971,0,4,1,0,0,0,0,0,3,7,54.5,95.5,0
650810.65,1392,1,197,46880.4,144301.99,60,2,1,13.8821,1,0,0,0,0,0,0,0,1,1,63.2,86.5,1
71272.63,2342,0,3196,5878.72,3184865.71,19,3,1,12.1218,0,2,0,0,1,0,0,0,0,5,83.7,76.3,0
11471.31,2333,0,2237,68297.14,43205.97,74,4,2,0.168,0,3,1,0,0,0,0,0,1,1,84.1,74.2,0
391105.72,803,3,2301,19273.95,1504010.56,70,2,1,20.2909,0,2,1,0,0,1,0,0,2,5,89.8,76.4,1
39677.28,1300,1,2687,16434.25,1457672.56,73,7,1,2.4142,0,1,0,0,0,0,0,0,1,2,56.3,70.6,0
20283.47,1683,0,2344,27246.72,15777426.99,67,4,0,0.7444,0,6,0,1,0,0,0,0,1,7,73.4,92.6,0
22525.38,3461,1,3585,47650.04,10647343.41,71,7,2,0.4727,0,5,0,0,0,0,0,0,1,3,84.5,86.1,0
400861.26,2329,0,782,102266.5,1017161.12,70,7,0,3.9197,0,2,0,0,0,0,0,0,2,5,68.4,92.9,0
200622.18,605,1,977,29094.25,1197893.79,27,2,0,6.8954,0,1,1,0,1,0,0,0,1,7,83.6,66.6,0
526338.09,1306,2,1271,16789.62,3368761.5,46,3,1,31.3472,1,7,0,0,0,0,0,0,2,1,40.8,90.9,0
444014.67,2926,1,699,106271.42,290686.3,60,2,0,4.1781,1,7,0,1,0,0,0,0,2,8,56.1,96.6,0
86560.57,1971,1,2421,13739.41,416566.6,33,2,1,6.2997,1,6,0,0,0,0,0,0,0,7,34.3,79.9,0
146428.08,194,0,3014,7869.92,536948.91,27,2,0,18.6037,0,4,0,0,0,0,0,0,1,5,88.0,72.9,0
75572.2,2749,0,93,31851.41,2915295.3,37,7,0,2.3726,0,0,1,0,1,0,0,0,3,9,62.5,95.1,0
118718.25,911,2,2894,43590.29,7608444.64,45,1,0,2.7234,1,4,1,1,0,1,0,0,1,4,94.3,74.7,0
38143.78,3200,1,1457,59395.65,1160542.32,25,2,1,0.6422,1,5,0,0,0,1,1,0,1,8,83.7,86.9,0
292355.69,2605,3,1366,26405.12,959931.76,38,7,1,11.0715,0,3,0,1,0,0,0,0,3,5,57.8,78.5,0
816417.48,1798,0,1567,54307.55,720302.23,48,4,2,15.0329,0,5,0,0,0,0,0,0,2,2,88.3,82.3,0
47814.32,698,2,2300,46468.26,1897863.82,48,6,0,1.0289,0,0,0,0,1,0,0,0,0,6,79.2,76.1,0
1112259.92,1921,0,256,29963.41,282390.64,35,2,1,37.1194,1,7,1,0,0,0,0,0,2,5,82.5,83.9,0
192968.5,43,2,1085,9646.15,1690161.5,68,4,0,20.0026,1,0,0,1,1,0,0,0,1,4,89.0,83.3,1
233659.09,1808,0,2811,12762.85,2124229.07,63,1,0,18.3063,0,2,1,0,0,0,0,0,1,7,78.3,72.6,0
12719.04,14,0,2967,21177.43,187587.23,62,5,0,0.6006,0,1,0,0,0,1,0,0,2,6,33.7,62.6,0
10819.51,3146,0,1682,69531.45,25378854.42,68,3,1,0.1556,0,5,1,0,1,0,0,0,1,3,76.5,78.2,0
202030.62,19,2,2854,10523.91,18423412.03,64,7,0,19.1955,0,7,1,0,1,1,0,0,4,6,55.3,82.8,1
532106.1,51,1,1811,50430.84,477210.85,52,2,1,10.551,0,0,0,0,0,0,0,0,1,8,72.0,94.7,0
59452.28,3464,0,756,6700.06,988517.29,26,3,0,8.8721,0,5,0,0,0,0,0,0,2,5,63.0,80.0,0
1992978.58,2352,4,290,32123.2,28054.7,47,3,1,62.0398,1,3,0,0,0,0,0,0,1,9,74.3,90.6,1
490119.23,1676,1,1665,13571.65,141730.89,30,7,0,36.1108,0,4,0,0,0,0,0,0,2,6,79.4,85.2,0
41667.97,2758,2,631,43004.39,95223.25,71,1,0,0.9689,0,6,0,0,1,0,0,0,2,7,58.0,70.3,0
170462.91,291,1,1004,19401.07,182761.25,18,6,1,8.7858,0,6,0,0,0,0,0,0,1,7,69.1,68.1,0
6685113.19,1222,0,2496,11071.78,2613273.68,42,3,0,603.743,1,2,0,0,1,0,0,0,1,3,64.7,86.2,0
25239.21,1542,1,383,9812.72,116283.4,24,4,3,2.5718,0,2,0,0,0,0,0,0,1,3,71.2,70.6,0
359476.8,355,3,44,63315.51,2205319.4,33,2,2,5.6775,0,2,1,0,0,0,0,0,2,3,54.6,84.6,0
100296.21,1260,1,3225,69897.97,2324160.22,31,2,0,1.4349,1,3,0,1,0,0,0,0,3,6,81.8,92.3,0
469932.54,267,1,148,7159.61,2099371.39,38,5,0,65.6274,0,2,0,0,0,0,0,0,1,3,82.1,95.1,0
1089152.54,3323,2,3364,15480.04,163977.2,53,4,1,70.354,1,5,0,1,0,0,0,0,0,9,68.1,90.5,0
91184.88,1958,0,1821,330950.93,1099129.46,50,3,0,0.2755,0,6,0,1,0,0,0,0,3,5,81.5,66.9,0
871846.28,1562,1,201,65571.25,7014771.01,43,2,3,13.296,0,3,0,1,1,0,0,0,1,2,58.9,67.3,0
4555314.32,924,1,579,12277.76,190553.78,28,7,2,370.9914,0,0,1,1,0,0,0,0,1,8,40.8,70.6,0
179766.15,1608,2,321,10377.27,4975649.93,20,3,1,17.3214,0,5,1,0,0,0,0,1,1,3,71.6,94.4,1
528254.28,89,2,497,5005.01,5780209.11,50,2,0,105.524,0,2,0,1,1,0,0,0,2,3,97.1,75.2,1
67126.81,1107,1,1265,28028.98,618848.81,65,7,1,2.3948,0,5,0,0,0,0,0,0,1,5,92.6,38.8,0
167525.18,2000,0,3278,4089.62,5323683.68,37,5,0,40.9535,1,6,1,0,0,0,0,0,1,9,85.3,89.4,0
124864.87,1842,1,3552,23424.7,2174943.49,50,1,0,5.3303,1,6,0,1,0,0,0,0,2,3,57.9,80.3,0
537887.06,1978,0,3033,69540.9,284973.11,25,3,1,7.7347,0,4,1,0,1,0,0,0,1,5,83.0,55.8,0
991539.34,1562,2,1294,57451.14,8379107.0,70,4,0,17.2585,0,4,0,0,0,0,0,1,4,9,47.7,95.8,1
138070.23,1807,1,2664,36323.33,1095799.54,35,3,0,3.801,0,7,0,0,0,0,0,0,1,2,70.5,65.6,0
1624051.11,3559,1,2645,23030.54,13300183.2,74,2,0,70.5142,0,7,0,0,0,0,0,0,2,9,73.9,68.8,0
1615364.46,2508,0,1500,39673.68,1005406.54,42,5,0,40.7152,0,2,0,0,0,1,0,0,0,3,74.2,67.7,0
579708.47,1304,2,765,5904.77,2474367.22,30,7,2,98.1597,1,3,0,0,1,0,0,0,0,1,74.7,81.1,0
75053.78,2893,2,2042,2878.16,234986.48,38,4,0,26.0679,0,1,0,1,0,0,0,0,0,8,62.9,79.6,0
65007.43,2235,1,469,34030.43,537116.38,73,6,1,1.9102,1,6,0,0,1,0,0,0,1,3,48.1,50.4,0
48118.79,1849,2,1358,44607.11,8779620.71,74,1,2,1.0787,0,3,0,0,0,0,0,0,2,9,63.1,93.7,0
675865.32,1425,0,2422,28333.79,5002550.45,18,5,1,23.8528,0,1,0,0,0,1,0,0,2,7,24.6,79.2,1
26432.45,1997,0,1826,145346.95,1165806.77,65,2,1,0.1819,0,1,0,0,0,0,0,0,4,1,28.1,76.5,0
449214.81,2539,1,576,25123.32,2162579.36,73,7,1,17.8797,0,4,1,0,0,0,0,0,2,2,71.5,49.8,0
32155.41,1665,1,695,35591.5,356803.23,50,1,2,0.9034,0,2,0,0,1,0,0,0,2,1,69.1,73.3,0
559791.22,139,0,3250,46307.79,1647193.49,18,6,1,12.0882,0,0,1,1,0,0,0,0,1,2,45.8,72.2,1
167013.41,276,2,2782,3532.77,205093.12,69,6,0,47.2621,0,4,0,0,1,0,0,0,0,5,72.9,83.8,1
1203155.01,1567,0,2566,10981.9,208578.73,28,4,0,109.548,0,3,0,1,1,0,0,1,4,9,73.0,82.3,1
901830.5,611,1,600,42071.95,1568342.53,65,7,0,21.4349,1,3,0,0,0,0,0,0,2,6,83.3,79.4,0
1400861.72,3239,4,728,66359.43,5585846.96,68,2,1,21.1099,1,5,0,0,0,0,0,0,0,8,82.7,91.2,1
1456035.77,447,2,390,40905.55,52766.95,70,5,1,35.5942,0,7,0,0,0,0,0,0,3,8,92.6,91.1,0
201883.54,3078,1,987,5400.9,3387616.51,63,4,1,37.3727,0,5,0,0,0,0,0,0,2,5,62.4,73.2,0
28618.55,355,0,823,12064.38,202683.99,68,1,2,2.372,0,6,0,0,0,0,0,0,2,2,75.5,58.8,0
33564.2,2844,2,197,11692.88,970356.81,43,4,2,2.8702,0,6,1,0,0,0,0,0,1,4,90.1,73.4,0
7113.34,947,2,1197,163521.06,2083054.04,34,3,1,0.0435,0,2,0,0,0,0,0,0,2,6,83.5,66.6,0
32032.34,1077,4,3514,27074.17,3696152.31,51,1,1,1.1831,1,3,0,1,1,0,0,0,1,1,51.4,67.8,0
180454.78,1140,1,2401,9202.28,1911170.25,18,3,0,19.6077,0,1,0,1,1,0,0,0,1,4,71.5,81.4,0
70299.41,1001,3,2482,34837.23,3641736.23,72,6,1,2.0179,1,1,0,0,0,0,0,0,0,6,55.6,81.8,0
124218.4,1324,2,195,6032.43,1194404.69,33,3,0,20.5884,1,0,1,0,0,0,0,0,1,2,58.2,91.0,0
340807.52,3137,1,3206,15125.6,157282.09,58,3,1,22.5303,0,3,0,0,0,0,0,0,0,9,68.6,68.5,0
103146.14,1232,2,2156,9849.92,464826.79,53,6,1,10.4707,0,2,0,1,0,0,0,0,1,6,78.1,89.6,0
30250.16,1777,1,520,147275.19,920630.25,43,7,1,0.2054,0,7,0,0,0,0,0,0,2,2,79.2,95.6,0
150264.07,109,0,3539,6591.42,1335247.42,21,4,2,22.7935,0,3,0,1,0,0,0,0,0,4,85.8,73.8,0
42288.24,1804,3,1564,39272.71,1419988.14,56,2,2,1.0768,0,6,0,0,0,0,0,0,1,5,60.5,80.9,0
108425.68,2204,4,1121,248155.35,609647.25,59,3,0,0.4369,0,6,0,0,0,0,0,0,0,3,79.1,91.1,0
1219760.94,1013,0,467,35683.19,4023884.98,22,5,1,34.1821,1,4,1,0,0,0,0,0,2,4,75.6,68.3,0
108471.42,1999,0,1782,50003.53,10305456.36,54,1,1,2.1692,0,2,0,1,0,1,0,0,0,9,86.1,79.4,0
2318512.4,584,2,2510,6343.9,641955.23,59,1,2,365.4135,0,7,1,1,0,0,0,0,0,6,87.1,86.6,0
1393674.0,3012,0,2888,17286.11,2708619.78,47,5,1,80.6193,0,0,1,0,0,0,0,0,2,3,42.5,85.7,0
68257.46,1759,4,561,28011.21,295629.72,62,3,0,2.4367,1,7,0,0,0,0,0,1,1,3,82.7,83.2,1
30739.83,2809,2,2454,21664.29,375122.56,57,6,0,1.4189,1,7,0,0,0,0,0,0,2,3,61.3,80.6,0
150417.31,1134,2,3244,32269.47,863382.76,45,5,1,4.6611,0,4,0,0,0,0,0,0,1,8,95.2,95.6,0
918035.78,30,0,693,11630.92,741169.16,36,7,0,78.9238,1,0,0,1,0,0,0,0,4,9,77.2,82.1,0
78019.47,3063,0,1834,16788.27,5254961.89,74,6,0,4.647,0,4,0,1,0,0,0,0,0,1,50.8,86.8,0
635479.71,1443,3,2151,69964.07,1178984.64,61,7,0,9.0828,1,0,0,1,0,0,0,0,1,9,74.4,90.5,0
997153.48,3462,2,1287,108566.42,189663.56,47,4,2,9.1846,1,2,0,0,0,0,0,0,1,4,75.9,90.2,0
50968.42,358,0,3432,25035.05,77948.37,65,3,1,2.0358,0,6,0,0,0,0,0,0,2,2,62.6,82.4,0
59037.22,597,2,3346,38073.91,1743021.38,26,2,0,1.5506,1,0,0,0,0,0,0,0,2,3,56.6,65.8,0
474014.43,3614,2,1614,310346.7,702468.79,25,1,0,1.5274,0,4,0,0,0,0,0,0,2,9,79.8,80.7,0
204387.16,1405,2,408,12662.53,312781.69,61,3,0,16.1398,0,3,0,0,1,0,0,0,1,1,57.5,94.2,0
58157.36,2896,2,2489,4279.66,2943751.9,27,3,2,13.5861,0,1,0,0,0,0,0,0,0,4,92.0,87.8,0
95964.09,776,3,2196,15240.66,2309326.67,59,2,0,6.2962,1,7,0,0,0,0,0,0,3,5,88.9,88.1,0
146417.98,731,1,2769,9737.55,323987.35,53,6,1,15.0349,0,2,0,0,0,0,0,0,1,4,43.1,77.0,0
15564.04,1152,2,940,40484.82,2903316.38,43,3,3,0.3844,0,5,0,0,0,0,0,0,3,5,63.9,67.9,0
513222.45,289,2,2609,176196.97,13395805.24,73,4,1,2.9128,0,4,0,0,0,0,0,0,2,4,63.6,83.8,0
79376.82,1100,1,2313,693101.28,1731933.07,49,4,1,0.1145,0,7,0,0,0,0,0,0,0,3,78.5,93.0,0
2500.95,299,1,2367,8848.0,1390649.5,22,7,1,0.2826,0,0,0,0,0,1,0,0,2,7,91.3,98.2,0
157030.22,1581,2,1066,25030.44,333255.79,56,2,1,6.2733,0,6,0,0,0,0,0,0,2,5,81.1,72.2,0
53511.03,746,3,2071,8329.77,631130.03,61,6,0,6.4233,1,3,0,0,1,0,0,0,1,1,50.4,98.6,0
2049760.04,2519,0,2974,35992.89,857941.96,43,6,0,56.9474,0,7,0,0,0,0,0,0,1,4,79.4,72.7,0
67631.73,2798,0,3625,15686.29,3935803.97,22,1,3,4.3112,1,7,0,0,0,0,0,0,2,1,82.3,53.0,0
31367.73,3559,2,307,22652.42,994545.58,55,7,1,1.3847,1,3,0,1,0,0,0,0,4,9,63.0,91.6,0
348676.21,2542,1,2283,17671.98,37119.0,63,7,1,19.7293,0,3,0,0,0,0,0,0,1,8,86.3,93.9,0
60435.32,115,4,3644,9554.94,1673206.8,19,7,4,6.3244,0,0,0,0,0,0,0,0,2,6,80.4,97.3,0
50554.93,3443,3,1346,54657.22,2569746.16,48,5,0,0.9249,1,6,0,0,0,0,0,0,1,4,61.4,89.9,0
349497.64,3521,1,765,40544.72,5924454.48,74,6,1,8.6198,0,6,0,1,0,0,0,0,1,5,83.1,60.4,0
34176.69,164,1,3347,26346.62,517377.59,33,7,0,1.2971,0,5,1,0,0,0,0,0,0,8,67.8,66.6,0
18289.63,2841,1,2626,15122.55,2719001.51,66,4,0,1.2093,0,7,0,1,0,0,0,0,1,4,70.5,89.4,0
2167309.3,2261,0,2168,29342.93,305637.3,50,2,1,73.8589,1,7,0,0,0,0,0,0,1,7,92.7,60.2,0
388189.19,293,1,1249,29629.03,267304.48,58,5,2,13.1012,0,4,0,1,0,1,0,0,1,7,69.2,96.0,1
109500.68,1145,1,1254,25544.52,7277253.38,74,4,1,4.2865,0,5,0,0,0,0,0,0,2,2,92.8,79.6,0
161908.1,396,2,3249,32954.98,133358.74,28,1,0,4.9129,0,5,0,0,0,0,0,0,1,7,54.9,69.5,0
347596.13,1952,0,2461,11547.26,894941.27,42,3,3,30.0994,0,1,0,1,0,0,0,0,3,3,80.2,84.1,0
700819.87,1969,2,3114,43031.74,638683.34,42,1,0,16.2857,0,3,0,1,0,0,0,0,0,8,70.5,85.3,0
52367.27,2470,2,2069,27064.18,837214.12,48,2,0,1.9349,0,4,0,0,0,0,0,0,3,3,48.0,79.8,0
281875.23,1592,0,2222,29589.97,1430140.59,26,1,2,9.5257,1,5,0,1,0,0,0,0,2,7,67.7,90.1,0
76110.67,3152,0,3523,19602.01,1176175.28,52,6,1,3.8826,0,5,0,1,0,0,0,0,5,6,68.1,74.9,0
122581.1,1985,1,2232,16191.22,692222.95,49,6,1,7.5704,0,0,0,1,1,0,0,0,1,2,70.9,72.9,0
207117.04,1405,1,2803,12345.33,7183368.59,59,4,0,16.7756,0,2,1,0,0,0,0,0,2,1,75.0,94.1,0
161132.48,2330,1,685,14311.07,3052261.42,69,7,0,11.2585,0,2,0,0,0,0,0,0,2,8,64.0,51.4,0
490583.29,2617,2,642,73809.05,221825.02,32,3,2,6.6466,1,7,0,1,0,0,0,0,2,9,90.2,96.0,0
337942.09,910,2,1238,40670.51,5264564.71,57,2,0,8.3091,0,5,0,1,0,0,0,0,3,5,67.9,88.9,0
16945.31,440,1,1868,2547.2,23389132.75,71,5,0,6.6499,1,6,1,0,0,0,0,0,3,6,40.3,91.7,0
21232.01,2374,2,684,7698.14,853899.05,41,6,0,2.7577,1,5,0,0,1,0,0,0,3,3,91.4,80.1,0
93472.73,297,1,448,47524.25,9533180.12,48,7,1,1.9668,1,6,0,1,0,0,0,0,1,6,88.3,92.7,0
2527997.12,2099,4,225,26095.92,2547486.42,55,6,0,96.8696,0,1,1,0,0,0,0,0,1,6,78.3,83.6,1
45370.27,2516,1,154,20725.69,3954780.79,36,1,0,2.189,0,6,0,0,0,0,0,0,0,6,76.0,88.2,0
119093.71,1475,3,2714,38551.69,400469.09,56,5,1,3.0891,0,6,0,0,0,0,0,0,2,9,69.8,93.2,0
72800.71,501,1,3608,12688.94,18213349.27,50,2,0,5.7369,0,4,0,0,1,0,0,0,1,4,91.6,74.4,0
70893.46,2923,1,805,24561.3,743755.49,22,2,1,2.8863,1,2,0,0,0,0,0,0,0,7,87.9,52.6,0
212640.8,524,0,614,116363.09,345187.62,61,3,2,1.8274,0,6,0,0,0,0,0,0,0,1,69.7,95.2,0
1330633.78,97,1,1979,5752.84,10955003.98,50,6,0,231.2601,0,5,0,1,0,0,0,0,2,8,81.7,77.9,0
322530.38,2993,3,3035,93824.65,53283.89,70,4,0,3.4376,0,6,1,0,0,0,0,0,0,6,56.0,79.8,0
48761.85,2034,0,370,19653.2,761625.64,21,5,1,2.481,0,5,0,0,0,0,0,0,1,2,54.8,71.7,0
10118179.01,1645,2,2572,19159.88,12163330.3,37,4,2,528.0644,0,3,0,1,0,0,0,0,2,8,70.0,83.7,0
183113.2,2817,1,2507,20107.32,727565.06,70,7,3,9.1063,0,2,0,0,0,0,0,0,3,7,39.2,67.7,0
68471.2,2707,1,1554,23567.99,644531.47,24,5,0,2.9051,1,5,0,0,0,0,0,0,0,5,60.2,89.9,0
1353419.03,1730,1,3041,4955.25,306936.8,58,2,1,273.0732,0,5,0,0,1,0,0,0,2,9,44.5,93.3,0
80530.73,442,0,1947,12389.9,2281588.28,20,5,1,6.4992,0,5,0,1,1,0,0,0,1,4,75.9,73.8,0
1971628.64,343,0,64,14664.37,1796206.81,26,7,0,134.4411,0,4,0,0,0,0,0,0,1,3,71.6,77.5,0
44092.1,3309,2,1315,16100.7,329106.52,66,4,1,2.7384,0,4,0,1,0,0,0,0,2,3,80.3,84.1,0
1390321.51,2632,0,45,8012.46,5253854.99,44,2,2,173.4983,0,0,0,0,0,0,0,0,0,1,73.4,75.4,0
220041.51,3298,1,1137,47597.35,1170611.13,31,6,0,4.6229,0,6,0,0,0,0,0,0,1,8,82.3,83.1,0
1128701.43,126,1,227,90064.93,6296038.96,40,2,0,12.5319,0,0,0,0,0,0,0,0,2,9,74.9,66.6,0
2821131.39,1284,0,1575,8318.26,4197419.78,42,2,0,339.1085,0,6,0,0,0,0,0,0,4,9,55.6,92.7,0
29765.02,904,2,521,12103.95,65519.59,55,3,1,2.4589,1,3,0,0,0,0,0,0,2,1,63.8,92.1,0
1103125.12,539,2,384,246139.24,151751.21,67,5,0,4.4817,0,7,0,0,0,0,0,0,0,8,81.4,87.2,0
19665.95,1562,1,2388,15008.87,1009526.38,33,5,2,1.3102,1,7,0,1,0,0,0,0,3,4,92.4,82.9,0
33834.07,2401,0,1610,72236.67,5762475.6,33,2,0,0.4684,0,6,0,0,0,0,0,0,1,9,73.6,93.6,0
48770.74,2859,3,1168,12207.1,487111.31,28,4,0,3.9949,0,7,0,0,0,0,0,0,2,1,77.1,74.2,0
346436.55,2925,0,878,31791.89,215132.56,25,4,0,10.8967,0,2,0,0,0,0,0,0,1,8,67.4,91.5,0
171017.95,2032,2,1825,64327.28,2754910.59,68,7,2,2.6585,0,7,0,0,0,0,1,0,2,6,74.2,82.5,0
126664.34,2088,0,479,19597.26,1946134.08,19,6,1,6.463,0,3,0,0,0,0,0,0,2,4,74.3,38.9,0
202673.77,2499,1,2583,4423.2,148481.93,58,4,0,45.8103,1,4,0,1,0,0,0,0,1,5,71.5,87.6,0
395115.89,2761,2,1019,139161.21,7211765.66,33,3,0,2.8392,0,7,0,0,0,0,0,0,5,9,49.1,77.3,0
443464.12,202,2,1837,8552.63,3193854.3,49,7,2,51.8451,0,2,0,1,0,0,0,0,2,4,55.2,67.6,0
840078.19,2589,0,1512,16417.81,318343.87,57,1,2,51.1656,0,2,0,0,0,0,0,0,0,6,79.3,90.7,0
2495631.15,3413,0,3181,40533.17,113557.44,18,2,0,61.5686,0,2,1,0,0,0,0,0,3,1,49.9,66.7,0
157622.22,1271,2,1600,25082.64,27294773.36,35,3,2,6.2839,0,6,1,0,0,0,0,0,3,1,77.1,88.4,0
74486.01,3189,0,3136,3921.56,449857.69,32,2,1,18.9891,0,7,0,0,0,0,0,0,1,1,61.4,86.2,0
408523.29,2430,0,147,19199.88,3400775.35,34,3,1,21.2763,0,2,0,0,0,0,0,0,1,9,82.8,85.1,0
29249.5,1962,3,2711,9806.14,497108.65,27,1,0,2.9825,0,7,0,1,0,0,0,0,1,2,65.2,87.6,0
58802.74,242,4,3449,19463.16,126688.97,32,7,1,3.0211,0,6,0,1,0,0,0,0,0,8,75.2,86.9,0
728739.36,3409,1,1676,31982.62,1463292.79,52,4,0,22.7848,0,1,0,1,0,0,0,0,2,6,85.9,95.9,0
135104.99,2295,2,937,3914.76,10159492.04,27,1,0,34.5029,0,1,0,0,0,0,0,0,3,9,57.7,74.6,0
26574.6,963,0,1285,6658.63,67498.65,32,5,0,3.9904,0,6,0,0,0,0,0,0,1,9,61.5,89.4,0
17418.63,1854,1,128,3357.3,250479.69,29,7,0,5.1867,0,2,0,0,1,0,0,0,0,6,60.5,97.4,0
175093.43,1435,1,3568,29096.53,251937.51,43,4,2,6.0175,0,1,0,0,0,0,0,0,1,7,77.0,76.4,0
902428.56,96,0,117,78089.09,209654.02,45,3,0,11.5562,0,1,0,0,0,0,0,0,1,7,52.2,72.7,0
884536.15,106,1,319,13327.65,335270.85,46,2,1,66.3635,0,7,0,0,0,0,0,0,2,2,89.0,73.9,0
192205.57,221,2,3431,14823.92,5422166.56,50,1,0,12.965,0,0,0,1,0,0,0,0,3,9,74.1,54.6,0
3312998.17,1199,0,3252,11817.04,3115852.03,49,2,0,280.334,0,2,0,0,0,0,0,0,3,5,42.4,82.7,0
139075.11,2525,2,633,65139.61,2240333.65,74,4,0,2.135,1,4,1,1,0,0,0,0,3,9,35.7,87.0,0
